EmployeeNumber,requisition_open_date,offer_accepted_date,start_date,time_to_fill_days,offer_to_start_lag_days,time_to_hire_days
1324,2013-10-22,2013-11-11,2013-12-11,20,30,50
1329,2004-07-30,2004-09-01,2004-09-25,33,24,57
1331,2020-05-05,2020-05-15,2020-06-04,10,20,30
1333,2020-06-23,2020-07-24,2020-08-11,31,18,49
1334,2003-01-21,2003-03-20,2003-04-04,58,15,73
1336,2003-11-13,2004-05-10,2004-06-05,179,26,205
1338,2016-06-12,2016-07-17,2016-08-21,35,35,70
1340,2019-04-15,2019-05-07,2019-05-29,22,22,44
1344,2013-10-03,2014-01-01,2014-01-25,90,24,114
1346,2014-06-02,2014-07-24,2014-08-17,52,24,76
1349,2014-10-18,2014-11-08,2014-11-19,21,11,32
1350,2014-06-25,2014-07-30,2014-08-18,35,19,54
1352,1990-01-04,1990-02-16,1990-03-14,43,26,69
1355,2016-08-30,2016-09-30,2016-10-27,31,27,58
1356,2012-12-27,2013-01-17,2013-02-02,21,16,37
1358,2020-05-11,2020-06-02,2020-06-14,22,12,34
1360,2013-04-27,2013-05-20,2013-06-09,23,20,43
1361,2019-08-18,2019-09-11,2019-09-22,24,11,35
1362,2007-12-21,2008-01-24,2008-02-14,34,21,55
1363,2013-10-27,2013-12-06,2014-01-01,40,26,66
1364,2022-08-26,2022-09-05,2022-09-27,10,22,32
1367,2018-04-18,2018-07-09,2018-08-15,82,37,119
1368,2023-06-18,2023-07-15,2023-07-25,27,10,37
1369,2014-06-16,2014-07-10,2014-07-25,24,15,39
1371,2017-10-12,2017-11-06,2017-11-22,25,16,41
1372,2004-09-08,2004-10-04,2004-10-24,26,20,46
1373,2004-10-01,2004-11-07,2004-12-11,37,34,71
1374,2018-05-21,2018-06-09,2018-06-20,19,11,30
1375,2011-07-07,2011-08-29,2011-09-09,53,11,64
1377,2015-05-02,2015-05-27,2015-06-23,25,27,52
1379,2022-04-23,2022-05-19,2022-06-13,26,25,51
1380,2019-03-27,2019-04-19,2019-05-04,23,15,38
1382,2019-05-22,2019-06-16,2019-06-30,25,14,39
1383,2009-04-03,2009-05-03,2009-05-23,30,20,50
1387,2018-04-15,2018-05-25,2018-06-14,40,20,60
1389,2013-03-27,2013-04-22,2013-05-21,26,29,55
1390,2018-05-01,2018-05-16,2018-06-03,15,18,33
1391,2019-08-18,2019-09-09,2019-09-22,22,13,35
1392,2017-09-02,2017-09-28,2017-10-17,26,19,45
1394,2017-03-01,2017-03-15,2017-04-02,14,18,32
1395,2018-07-20,2018-08-22,2018-09-11,33,20,53
1396,2020-05-16,2020-06-08,2020-06-28,23,20,43
1397,2017-06-12,2017-10-03,2017-11-04,113,32,145
1399,2020-07-01,2020-07-15,2020-08-10,14,26,40
1401,2018-04-16,2018-06-15,2018-07-05,60,20,80
1402,2003-04-24,2003-05-15,2003-06-01,21,17,38
1403,2017-05-21,2017-06-13,2017-07-06,23,23,46
1405,2015-07-29,2015-08-22,2015-09-06,24,15,39
1407,2019-01-04,2019-01-13,2019-01-29,9,16,25
1408,2003-05-08,2003-06-24,2003-07-12,47,18,65
1409,2018-01-22,2018-03-12,2018-03-25,49,13,62
1411,2020-03-12,2020-03-31,2020-04-21,19,21,40
1412,2021-04-08,2021-05-26,2021-06-25,48,30,78
1415,2019-12-31,2020-02-04,2020-02-26,35,22,57
1417,2016-10-24,2016-11-15,2016-11-29,22,14,36
1419,2013-01-01,2013-01-28,2013-02-12,27,15,42
1420,2019-02-12,2019-02-25,2019-03-11,13,14,27
1421,2015-04-30,2015-06-25,2015-07-16,56,21,77
1422,2003-02-03,2003-03-28,2003-04-23,53,26,79
1423,2014-04-15,2014-05-31,2014-07-09,46,39,85
1424,2016-07-07,2016-09-03,2016-10-08,58,35,93
1425,2018-02-24,2018-03-18,2018-03-29,22,11,33
1427,2022-09-10,2022-09-26,2022-10-17,16,21,37
1428,2020-08-01,2020-09-06,2020-09-22,36,16,52
1430,2020-05-19,2020-06-20,2020-07-09,32,19,51
1431,2019-01-22,2019-02-26,2019-03-16,35,18,53
1433,2022-08-05,2022-08-18,2022-08-27,13,9,22
1434,2018-06-16,2018-07-04,2018-07-18,18,14,32
1435,2013-10-01,2013-12-09,2013-12-30,69,21,90
1436,2020-10-04,2020-11-17,2020-12-03,44,16,60
1438,2017-11-12,2017-12-06,2017-12-25,24,19,43
1439,2020-11-19,2020-12-03,2020-12-19,14,16,30
1440,2017-01-21,2017-02-09,2017-03-03,19,22,41
1441,2020-02-06,2020-03-01,2020-03-13,24,12,36
1443,2003-01-09,2003-03-06,2003-03-22,56,16,72
1445,2018-11-07,2018-12-04,2018-12-25,27,21,48
1446,2019-11-05,2019-12-03,2019-12-18,28,15,43
1447,2018-08-23,2018-09-13,2018-10-04,21,21,42
1448,2019-05-31,2019-06-13,2019-06-23,13,10,23
1449,2015-07-31,2015-08-26,2015-09-16,26,21,47
1453,2010-04-24,2010-06-18,2010-07-21,55,33,88
1457,2016-10-07,2016-10-29,2016-11-12,22,14,36
1458,2022-03-19,2022-04-09,2022-04-23,21,14,35
1459,2013-07-23,2013-08-23,2013-09-22,31,30,61
1460,2016-10-12,2016-11-27,2016-12-21,46,24,70
1461,2020-03-23,2020-04-07,2020-04-18,15,11,26
1464,2020-12-27,2021-02-07,2021-02-19,42,12,54
1465,2020-10-18,2020-12-11,2021-01-09,54,29,83
1466,2021-06-25,2021-07-12,2021-08-08,17,27,44
1467,2021-02-08,2021-03-04,2021-03-19,24,15,39
1468,2014-03-09,2014-04-10,2014-05-02,32,22,54
1469,2018-01-20,2018-02-11,2018-03-08,22,25,47
1471,2018-07-09,2018-08-04,2018-08-16,26,12,38
1472,2014-06-29,2014-08-13,2014-09-01,45,19,64
1473,2020-02-20,2020-04-06,2020-05-01,46,25,71
1474,2020-10-21,2020-11-07,2020-11-19,17,12,29
1475,2018-09-09,2018-09-27,2018-10-19,18,22,40
1477,2019-04-29,2019-05-21,2019-06-10,22,20,42
1478,2010-03-26,2010-04-17,2010-05-16,22,29,51
1479,2021-10-09,2021-11-21,2021-12-02,43,11,54
1480,2011-05-20,2011-06-19,2011-07-14,30,25,55
1481,2022-06-25,2022-08-19,2022-09-03,55,15,70
1482,2022-05-10,2022-07-06,2022-07-15,57,9,66
1483,2010-12-17,2011-01-07,2011-01-31,21,24,45
1484,2015-10-11,2015-11-25,2015-12-19,45,24,69
1485,2008-11-09,2008-12-13,2009-01-16,34,34,68
1486,2020-07-09,2020-07-24,2020-08-03,15,10,25
1487,2018-03-05,2018-03-27,2018-04-08,22,12,34
1489,2008-07-05,2008-07-23,2008-08-13,18,21,39
1492,2022-08-18,2022-08-31,2022-09-23,13,23,36
1494,2023-03-03,2023-03-25,2023-04-09,22,15,37
1495,2022-04-05,2022-04-17,2022-05-09,12,22,34
1496,2021-08-22,2021-10-22,2021-11-23,61,32,93
1497,2013-03-17,2013-04-05,2013-05-02,19,27,46
1499,2018-02-02,2018-03-29,2018-04-15,55,17,72
1501,2020-07-06,2020-08-02,2020-08-26,27,24,51
1502,2018-01-01,2018-01-25,2018-02-11,24,17,41
1503,2018-04-16,2018-05-03,2018-05-26,17,23,40
1504,2023-07-14,2023-08-29,2023-09-16,46,18,64
1506,2022-11-19,2022-12-25,2023-01-11,36,17,53
1507,2019-03-24,2019-04-25,2019-05-14,32,19,51
1509,2020-09-18,2020-10-07,2020-10-30,19,23,42
1513,2020-02-27,2020-03-23,2020-04-13,25,21,46
1514,2015-05-20,2015-06-10,2015-07-08,21,28,49
1515,2023-05-10,2023-07-07,2023-07-29,58,22,80
1516,2018-09-02,2018-11-01,2018-11-16,60,15,75
1520,2009-02-04,2009-04-02,2009-04-30,57,28,85
1522,2014-10-23,2014-11-01,2014-11-15,9,14,23
1523,2003-06-25,2003-08-01,2003-08-16,37,15,52
1525,2021-01-02,2021-03-01,2021-03-15,58,14,72
1527,2009-10-30,2010-01-16,2010-02-13,78,28,106
1529,2011-10-11,2011-12-18,2012-01-19,68,32,100
1533,2018-12-25,2019-01-11,2019-01-31,17,20,37
1534,2018-05-15,2018-06-10,2018-06-26,26,16,42
1535,2013-08-23,2013-10-19,2013-11-02,57,14,71
1537,2016-02-11,2016-02-23,2016-03-14,12,20,32
1539,1991-01-17,1991-03-13,1991-03-29,55,16,71
1541,2011-12-05,2011-12-27,2012-01-19,22,23,45
1542,2022-04-10,2022-04-30,2022-05-22,20,22,42
1543,2013-10-11,2013-10-26,2013-11-24,15,29,44
1544,2016-06-01,2016-06-29,2016-07-15,28,16,44
1545,2018-06-23,2018-07-21,2018-08-04,28,14,42
1546,2018-02-05,2018-02-27,2018-03-13,22,14,36
1547,2003-06-22,2003-07-27,2003-08-25,35,29,64
1548,2015-08-11,2015-09-03,2015-09-18,23,15,38
1549,2008-10-18,2008-11-19,2008-12-16,32,27,59
1550,2002-01-05,2002-02-26,2002-03-16,52,18,70
1551,2022-03-16,2022-04-05,2022-04-14,20,9,29
1552,2021-11-18,2021-12-15,2021-12-30,27,15,42
1553,2013-05-28,2013-07-12,2013-08-09,45,28,73
1554,2018-06-25,2018-07-04,2018-07-23,9,19,28
1555,2016-06-01,2016-07-10,2016-07-27,39,17,56
1556,2020-01-05,2020-01-25,2020-02-14,20,20,40
1557,2015-10-02,2015-10-30,2015-11-22,28,23,51
1558,2022-08-04,2022-09-07,2022-09-25,34,18,52
1560,2021-10-07,2021-10-20,2021-11-09,13,20,33
1562,2013-09-22,2013-10-05,2013-10-17,13,12,25
1563,2017-01-05,2017-02-02,2017-02-17,28,15,43
1564,2019-12-28,2020-01-20,2020-02-06,23,17,40
1568,2019-11-04,2019-12-15,2019-12-30,41,15,56
1569,2022-04-23,2022-05-12,2022-05-29,19,17,36
1572,1990-08-11,1990-10-07,1990-10-22,57,15,72
1573,2018-08-25,2018-10-11,2018-11-05,47,25,72
1574,2017-08-10,2017-09-18,2017-09-30,39,12,51
1576,2015-10-06,2015-10-27,2015-11-06,21,10,31
1577,2022-06-21,2022-07-01,2022-07-20,10,19,29
1578,1986-10-05,1986-12-26,1987-01-17,82,22,104
1580,2021-04-06,2021-05-28,2021-06-14,52,17,69
1581,2022-03-13,2022-04-12,2022-04-26,30,14,44
1582,2014-06-13,2014-07-03,2014-07-18,20,15,35
1583,2020-11-08,2020-12-15,2021-01-09,37,25,62
1585,2022-10-12,2022-11-21,2022-12-15,40,24,64
1586,2013-08-13,2013-09-25,2013-10-08,43,13,56
1587,2018-09-01,2018-09-24,2018-10-18,23,24,47
1588,2016-01-12,2016-02-16,2016-03-14,35,27,62
1590,2017-01-08,2017-02-20,2017-03-13,43,21,64
1591,2021-12-07,2022-02-06,2022-03-09,61,31,92
1592,2021-04-18,2021-05-03,2021-05-27,15,24,39
1594,2020-04-29,2020-06-06,2020-06-25,38,19,57
1595,2022-01-30,2022-04-27,2022-05-23,87,26,113
1596,2013-06-26,2013-07-29,2013-08-19,33,21,54
1597,2015-03-16,2015-04-20,2015-05-16,35,26,61
1598,2018-02-10,2018-03-07,2018-03-31,25,24,49
1599,2017-02-18,2017-04-01,2017-04-11,42,10,52
1601,2022-05-03,2022-05-19,2022-06-04,16,16,32
1602,1997-10-15,1997-11-22,1997-12-24,38,32,70
1604,2022-03-21,2022-04-13,2022-04-25,23,12,35
1605,2019-07-08,2019-08-10,2019-09-04,33,25,58
1606,1993-02-14,1993-03-16,1993-04-18,30,33,63
1607,2020-05-26,2020-06-09,2020-07-02,14,23,37
1608,2001-01-08,2001-02-08,2001-02-27,31,19,50
1609,2017-08-03,2017-08-26,2017-09-13,23,18,41
1611,2012-12-29,2013-01-19,2013-02-09,21,21,42
1612,2013-01-25,2013-02-18,2013-03-12,24,22,46
1613,2018-07-15,2018-08-20,2018-09-16,36,27,63
1614,2020-06-10,2020-07-05,2020-07-22,25,17,42
1615,2014-05-10,2014-06-14,2014-07-05,35,21,56
1617,2014-02-28,2014-03-20,2014-04-09,20,20,40
1618,2016-03-02,2016-04-13,2016-05-08,42,25,67
1619,2016-01-20,2016-02-17,2016-03-10,28,22,50
1621,2007-07-23,2007-08-16,2007-09-02,24,17,41
1622,2018-05-16,2018-06-15,2018-07-14,30,29,59
1623,2021-06-27,2021-08-01,2021-08-10,35,9,44
1624,2023-01-09,2023-02-01,2023-02-18,23,17,40
1625,2018-07-24,2018-08-24,2018-09-25,31,32,63
1627,2013-04-21,2013-06-02,2013-06-14,42,12,54
1628,2005-10-13,2005-11-10,2005-12-02,28,22,50
1630,2008-12-21,2009-02-16,2009-03-10,57,22,79
1631,2019-06-18,2019-08-06,2019-08-28,49,22,71
1633,2014-07-25,2014-08-30,2014-09-12,36,13,49
1635,2013-04-27,2013-05-31,2013-06-16,34,16,50
1638,2018-05-19,2018-06-28,2018-07-16,40,18,58
1639,2009-12-25,2010-02-13,2010-03-11,50,26,76
1640,2015-06-02,2015-06-22,2015-07-06,20,14,34
1641,2019-04-29,2019-06-16,2019-07-11,48,25,73
1642,2013-10-08,2013-11-13,2013-12-07,36,24,60
1644,2021-10-21,2021-12-04,2022-01-06,44,33,77
1645,2021-07-17,2021-08-08,2021-08-22,22,14,36
1646,2016-12-08,2016-12-22,2017-01-15,14,24,38
1647,2020-01-20,2020-02-04,2020-02-15,15,11,26
1648,2019-05-11,2019-05-22,2019-05-31,11,9,20
1649,2019-04-20,2019-05-21,2019-05-30,31,9,40
1650,2018-06-14,2018-08-11,2018-08-25,58,14,72
1651,2020-07-26,2020-10-11,2020-11-11,77,31,108
1653,2016-12-11,2016-12-28,2017-01-11,17,14,31
1654,2018-07-08,2018-08-20,2018-09-13,43,24,67
1655,2019-05-24,2019-08-29,2019-09-22,97,24,121
1656,2009-09-18,2009-10-24,2009-11-06,36,13,49
1657,2021-09-05,2021-09-26,2021-10-12,21,16,37
1658,2012-12-11,2012-12-25,2013-01-05,14,11,25
1659,2019-04-26,2019-05-22,2019-06-08,26,17,43
1661,2007-12-10,2008-01-15,2008-02-11,36,27,63
1662,2020-03-13,2020-04-17,2020-05-07,35,20,55
1664,2018-07-02,2018-07-19,2018-08-04,17,16,33
1665,2013-05-05,2013-07-13,2013-08-14,69,32,101
1666,2009-06-05,2009-08-27,2009-09-24,83,28,111
1667,2012-10-20,2012-11-09,2012-11-24,20,15,35
1668,2010-05-02,2010-05-22,2010-06-10,20,19,39
1669,2013-05-28,2013-06-09,2013-06-22,12,13,25
1670,2017-11-20,2017-12-15,2018-01-12,25,28,53
1671,2014-06-26,2014-07-22,2014-08-16,26,25,51
1673,2013-09-04,2013-09-19,2013-10-05,15,16,31
1674,2021-09-26,2021-10-24,2021-11-13,28,20,48
1675,2019-03-26,2019-04-14,2019-05-04,19,20,39
1676,2020-05-08,2020-06-08,2020-07-07,31,29,60
1677,2015-03-30,2015-05-13,2015-05-29,44,16,60
1678,2021-01-30,2021-03-29,2021-04-29,58,31,89
1680,2020-12-02,2020-12-27,2021-01-21,25,25,50
1681,2017-01-30,2017-02-26,2017-03-27,27,29,56
1682,2020-03-24,2020-05-04,2020-06-02,41,29,70
1683,2021-01-24,2021-02-04,2021-02-28,11,24,35
1684,2018-06-10,2018-07-03,2018-07-24,23,21,44
1687,2022-12-19,2023-01-12,2023-01-21,24,9,33
1689,2019-02-14,2019-03-22,2019-04-13,36,22,58
1691,2014-04-15,2014-05-09,2014-05-22,24,13,37
1692,2022-01-21,2022-02-07,2022-02-19,17,12,29
1693,2016-05-20,2016-06-17,2016-07-10,28,23,51
1694,2019-03-07,2019-04-05,2019-04-27,29,22,51
1696,2008-09-03,2008-09-13,2008-10-03,10,20,30
1697,2021-10-22,2021-12-31,2022-01-28,70,28,98
1698,2009-05-14,2009-05-21,2009-06-01,7,11,18
1700,2017-02-26,2017-03-20,2017-04-04,22,15,37
1701,2013-06-02,2013-07-07,2013-07-30,35,23,58
1702,2020-01-30,2020-02-17,2020-03-04,18,16,34
1703,2015-11-01,2015-11-25,2015-12-19,24,24,48
1704,2018-11-03,2018-11-18,2018-12-04,15,16,31
1706,2013-05-18,2013-06-29,2013-07-13,42,14,56
1707,2018-03-19,2018-03-30,2018-04-22,11,23,34
1708,2012-12-27,2013-02-25,2013-03-25,60,28,88
1709,2018-06-26,2018-07-18,2018-08-07,22,20,42
1710,2010-04-18,2010-05-05,2010-05-22,17,17,34
1712,2000-04-27,2000-06-01,2000-06-27,35,26,61
1714,2021-12-23,2022-01-04,2022-01-29,12,25,37
1716,2000-02-14,2000-04-22,2000-05-21,68,29,97
1718,2020-06-28,2020-07-29,2020-08-15,31,17,48
1719,2001-12-08,2002-01-05,2002-01-26,28,21,49
1720,2018-10-30,2018-11-19,2018-12-06,20,17,37
1721,2017-12-20,2018-01-05,2018-01-20,16,15,31
1722,2020-09-16,2020-10-28,2020-11-19,42,22,64
1724,2022-09-01,2022-09-20,2022-10-01,19,11,30
1725,2017-01-24,2017-03-09,2017-03-21,44,12,56
1727,2013-02-24,2013-03-28,2013-04-22,32,25,57
1728,2015-12-19,2016-01-08,2016-01-26,20,18,38
1729,2013-03-13,2013-03-31,2013-04-16,18,16,34
1731,2022-04-16,2022-05-06,2022-05-27,20,21,41
1732,2013-07-27,2013-08-19,2013-09-10,23,22,45
1733,2021-11-20,2021-12-19,2022-01-13,29,25,54
1734,2023-10-30,2023-11-16,2023-12-01,17,15,32
1735,2020-08-28,2020-09-07,2020-09-28,10,21,31
1736,2018-11-19,2018-12-17,2018-12-31,28,14,42
1737,2014-06-09,2014-06-25,2014-07-13,16,18,34
1739,2019-02-13,2019-03-13,2019-04-07,28,25,53
1740,2001-11-08,2001-12-20,2002-01-28,42,39,81
1744,2018-06-09,2018-07-03,2018-07-20,24,17,41
1745,2013-12-22,2014-02-11,2014-03-01,51,18,69
1746,2020-12-23,2021-01-10,2021-01-20,18,10,28
1747,2019-02-06,2019-02-26,2019-03-08,20,10,30
1749,2018-06-20,2018-07-04,2018-07-29,14,25,39
1751,2017-08-10,2017-08-28,2017-09-18,18,21,39
1752,2020-12-17,2021-01-08,2021-01-23,22,15,37
1753,2020-09-05,2020-09-26,2020-10-18,21,22,43
1754,2016-06-03,2016-07-28,2016-08-17,55,20,75
1755,2018-11-21,2018-12-05,2018-12-18,14,13,27
1756,2012-02-16,2012-03-12,2012-03-31,25,19,44
1757,2018-04-14,2018-05-06,2018-05-22,22,16,38
1758,2023-10-06,2023-11-16,2023-12-16,41,30,71
1760,2017-09-22,2017-10-10,2017-10-25,18,15,33
1761,2022-05-04,2022-06-07,2022-06-26,34,19,53
1762,2022-05-23,2022-06-13,2022-07-01,21,18,39
1763,2016-02-08,2016-03-03,2016-03-28,24,25,49
1764,2016-08-29,2016-09-26,2016-10-09,28,13,41
1766,2021-12-10,2022-01-14,2022-02-11,35,28,63
1767,2022-06-28,2022-07-20,2022-08-05,22,16,38
1768,2018-02-09,2018-02-28,2018-03-20,19,20,39
1770,2022-06-06,2022-09-09,2022-10-19,95,40,135
1771,2014-11-14,2014-12-13,2015-01-01,29,19,48
1772,2018-11-23,2018-12-13,2018-12-25,20,12,32
1774,2008-07-08,2008-08-06,2008-08-31,29,25,54
1775,2019-10-01,2020-01-18,2020-02-02,109,15,124
1778,2014-12-01,2014-12-12,2014-12-28,11,16,27
1779,2021-06-27,2021-08-04,2021-09-02,38,29,67
1780,2022-11-11,2022-11-20,2022-12-06,9,16,25
1782,2017-12-25,2018-01-19,2018-02-08,25,20,45
1783,2022-03-14,2022-04-26,2022-05-13,43,17,60
1784,2011-02-22,2011-03-28,2011-04-12,34,15,49
1786,2021-02-22,2021-04-10,2021-04-29,47,19,66
1787,2018-04-08,2018-04-30,2018-05-20,22,20,42
1789,2021-01-08,2021-03-19,2021-04-07,70,19,89
1790,2011-11-13,2011-12-23,2012-01-13,40,21,61
1792,2018-01-31,2018-02-17,2018-03-05,17,16,33
1794,2013-03-02,2013-03-24,2013-04-19,22,26,48
1797,2013-03-08,2013-04-07,2013-04-20,30,13,43
1798,2013-07-15,2013-08-01,2013-08-24,17,23,40
1799,2018-02-24,2018-03-13,2018-03-28,17,15,32
1800,2019-07-09,2019-08-03,2019-08-29,25,26,51
1801,2021-11-04,2021-12-07,2021-12-28,33,21,54
1802,2019-01-06,2019-02-04,2019-02-18,29,14,43
1803,2023-08-20,2023-09-24,2023-10-22,35,28,63
1804,2016-10-07,2016-11-23,2016-12-08,47,15,62
1805,2012-05-05,2012-05-24,2012-06-02,19,9,28
1807,2016-08-19,2016-09-26,2016-10-21,38,25,63
1809,2013-01-08,2013-02-13,2013-03-07,36,22,58
1812,2021-06-13,2021-07-10,2021-08-06,27,27,54
1813,2020-12-09,2020-12-28,2021-01-13,19,16,35
1814,2019-11-05,2020-01-22,2020-02-02,78,11,89
1815,2001-05-27,2001-06-28,2001-07-11,32,13,45
1816,2016-08-17,2016-09-19,2016-10-11,33,22,55
1818,2018-04-08,2018-04-29,2018-05-12,21,13,34
1821,2014-05-02,2014-06-07,2014-07-05,36,28,64
1822,2018-12-04,2018-12-22,2019-01-04,18,13,31
1823,2013-01-31,2013-03-16,2013-04-12,44,27,71
1824,2007-06-18,2007-08-03,2007-08-22,46,19,65
1826,2018-04-08,2018-04-23,2018-05-04,15,11,26
1827,2000-11-26,2001-02-04,2001-02-22,70,18,88
1829,2016-04-13,2016-05-24,2016-06-06,41,13,54
1830,2016-04-07,2016-04-26,2016-05-14,19,18,37
1833,2020-07-10,2020-09-25,2020-10-14,77,19,96
1834,2020-09-03,2020-10-03,2020-10-20,30,17,47
1835,2019-06-29,2019-07-27,2019-08-17,28,21,49
1836,2018-01-04,2018-02-26,2018-03-09,53,11,64
1837,2021-04-22,2021-06-20,2021-07-07,59,17,76
1839,2023-08-07,2023-08-30,2023-09-10,23,11,34
1842,2022-03-10,2022-03-24,2022-04-05,14,12,26
1844,2021-02-04,2021-02-27,2021-03-09,23,10,33
1845,2015-01-01,2015-02-04,2015-02-20,34,16,50
1847,2022-08-05,2022-09-06,2022-09-27,32,21,53
1849,2016-03-25,2016-04-14,2016-04-30,20,16,36
1850,2018-05-06,2018-05-30,2018-06-13,24,14,38
1852,2012-06-27,2012-07-19,2012-08-04,22,16,38
1853,2023-07-18,2023-08-03,2023-08-24,16,21,37
1854,2017-11-07,2017-11-20,2017-12-04,13,14,27
1856,2021-08-26,2021-09-24,2021-10-06,29,12,41
1857,2014-05-23,2014-06-07,2014-06-28,15,21,36
1858,2020-01-28,2020-02-17,2020-02-26,20,9,29
1859,2016-01-17,2016-02-13,2016-03-04,27,20,47
1860,2023-09-05,2023-10-14,2023-11-08,39,25,64
1862,2021-04-01,2021-04-24,2021-05-12,23,18,41
1863,2004-09-27,2004-11-28,2004-12-15,62,17,79
1864,2014-03-26,2014-04-19,2014-05-13,24,24,48
1865,2022-08-13,2022-09-01,2022-09-12,19,11,30
1866,2007-04-12,2007-07-14,2007-08-04,93,21,114
1867,2001-02-10,2001-04-08,2001-04-28,57,20,77
1868,2022-06-15,2022-07-19,2022-08-12,34,24,58
1869,2015-01-27,2015-02-22,2015-03-27,26,33,59
1870,2016-05-21,2016-06-16,2016-07-04,26,18,44
1871,2020-11-07,2020-12-24,2021-01-15,47,22,69
1873,2018-04-08,2018-05-08,2018-05-27,30,19,49
1875,2022-07-28,2022-09-09,2022-09-28,43,19,62
1876,2022-03-05,2022-03-20,2022-04-07,15,18,33
1878,2022-07-12,2022-07-25,2022-08-19,13,25,38
1880,2013-05-22,2013-06-10,2013-07-04,19,24,43
1881,2013-10-03,2013-11-14,2013-11-26,42,12,54
1882,2018-09-26,2018-11-11,2018-12-02,46,21,67
1883,2020-05-01,2020-05-25,2020-06-19,24,25,49
1885,2018-09-29,2018-10-20,2018-11-07,21,18,39
1886,2019-11-19,2020-01-02,2020-01-16,44,14,58
1888,2014-01-20,2014-02-09,2014-03-08,20,27,47
1890,2013-03-03,2013-04-12,2013-05-04,40,22,62
1892,2003-10-04,2004-03-25,2004-04-21,173,27,200
1893,2022-04-29,2022-05-26,2022-06-11,27,16,43
1898,2015-11-06,2015-12-11,2015-12-24,35,13,48
1900,2001-06-17,2001-08-01,2001-08-24,45,23,68
1903,2021-06-13,2021-06-29,2021-07-18,16,19,35
1905,2018-01-03,2018-01-21,2018-02-14,18,24,42
1907,2019-09-28,2019-10-13,2019-10-27,15,14,29
1908,2019-06-19,2019-07-05,2019-07-18,16,13,29
1909,2018-06-28,2018-08-23,2018-09-11,56,19,75
1911,2010-09-05,2010-10-24,2010-11-26,49,33,82
1912,2018-10-16,2018-11-18,2018-12-08,33,20,53
1915,2019-07-23,2019-08-17,2019-09-04,25,18,43
1916,2021-11-04,2021-11-25,2021-12-15,21,20,41
1918,2016-10-28,2016-12-01,2016-12-21,34,20,54
1922,2019-07-23,2019-08-24,2019-09-09,32,16,48
1924,2013-08-30,2013-10-04,2013-11-02,35,29,64
1927,2016-05-09,2016-06-04,2016-06-26,26,22,48
1928,2022-12-13,2022-12-30,2023-01-08,17,9,26
1929,2020-08-23,2020-09-08,2020-09-26,16,18,34
1931,2018-06-29,2018-07-09,2018-08-02,10,24,34
1932,2007-12-13,2008-01-11,2008-01-29,29,18,47
1933,2021-04-08,2021-05-07,2021-05-28,29,21,50
1934,2015-01-18,2015-02-06,2015-02-28,19,22,41
1935,2023-07-22,2023-08-19,2023-09-12,28,24,52
1936,2013-06-04,2013-07-07,2013-08-03,33,27,60
1937,2003-07-19,2003-08-02,2003-08-15,14,13,27
1938,2021-12-28,2022-01-30,2022-02-25,33,26,59
1939,2018-12-16,2019-01-12,2019-01-30,27,18,45
1940,2017-12-21,2018-01-17,2018-01-28,27,11,38
1941,2018-01-29,2018-03-13,2018-04-15,43,33,76
1943,2023-06-03,2023-07-03,2023-07-16,30,13,43
1944,2022-05-19,2022-06-15,2022-07-01,27,16,43
1945,2017-11-28,2018-01-05,2018-01-22,38,17,55
1947,2018-08-31,2018-09-22,2018-10-03,22,11,33
1948,2019-08-01,2019-08-20,2019-09-11,19,22,41
1949,2018-01-21,2018-02-08,2018-02-21,18,13,31
1950,2009-06-23,2009-08-08,2009-08-26,46,18,64
1951,2015-08-12,2015-09-22,2015-10-22,41,30,71
1952,2016-05-02,2016-06-01,2016-06-24,30,23,53
1954,2018-08-04,2018-09-07,2018-09-18,34,11,45
1955,2017-12-24,2018-02-07,2018-02-23,45,16,61
1956,2012-12-22,2013-01-24,2013-02-17,33,24,57
1960,2019-08-04,2019-09-04,2019-09-26,31,22,53
1961,2022-05-13,2022-06-10,2022-07-05,28,25,53
1962,2012-12-10,2012-12-30,2013-01-20,20,21,41
1965,2016-03-25,2016-04-08,2016-04-19,14,11,25
1966,2022-08-02,2022-10-01,2022-10-28,60,27,87
1967,2013-04-29,2013-05-30,2013-06-13,31,14,45
1968,2021-04-29,2021-05-18,2021-06-02,19,15,34
1969,2019-04-05,2019-04-29,2019-05-22,24,23,47
1970,2014-10-31,2014-12-14,2015-01-05,44,22,66
1971,2013-08-05,2013-09-13,2013-09-27,39,14,53
1972,2017-02-11,2017-02-26,2017-03-09,15,11,26
1973,2013-06-14,2013-09-17,2013-10-18,95,31,126
1974,2022-08-30,2022-09-14,2022-09-27,15,13,28
1975,2003-07-17,2003-08-21,2003-09-20,35,30,65
1976,2003-09-20,2003-10-25,2003-11-12,35,18,53
1979,2012-09-04,2012-10-25,2012-11-19,51,25,76
1980,2018-07-13,2018-08-21,2018-09-10,39,20,59
1981,2018-12-29,2019-02-13,2019-03-02,46,17,63
1982,2018-12-06,2018-12-31,2019-01-14,25,14,39
1985,2013-08-01,2013-09-09,2013-10-03,39,24,63
1986,2012-11-08,2012-12-03,2012-12-23,25,20,45
1987,2021-05-18,2021-06-05,2021-06-24,18,19,37
1989,2011-09-04,2011-09-28,2011-10-16,24,18,42
1992,2021-02-22,2021-03-19,2021-03-31,25,12,37
